codigo,descricao,fonte,qtd_palavras,qtd_caracteres,qtd_palavras_longas,qtd_sinais_morfologicos,tem_sigla,tem_abreviacao,qtd_termos_decs,score,complexidade
X681,Auto-intoxicação por exposição intencional a pesticidas - habitação coletiva,CID-10,9,76,0,0,0,0,2,0.184,alta
X682,"Auto-intoxicação por exposição intencional a pesticidas - escolas, out. inst. e áreas adm. pública",CID-10,14,98,0,0,0,1,1,0.188,alta
X683,Auto-intoxicação por exposição intencional a pesticidas - área p/a prática de esportes e atletismo,CID-10,15,98,0,0,0,0,2,0.215,alta
X684,Auto-intoxicação por exposição intencional a pesticidas - rua e estrada,CID-10,10,71,0,0,0,0,1,0.118,media
X685,Auto-intoxicação por exposição intencional a pesticidas - áreas de comércio e de serviços,CID-10,13,89,0,0,0,0,2,0.204,alta
X686,Auto-intoxicação por exposição intencional a pesticidas - áreas industriais e em construção,CID-10,12,91,0,0,0,0,3,0.271,alta
X687,Auto-intoxicação por exposição intencional a pesticidas - fazenda,CID-10,8,65,0,0,0,0,1,0.107,media
X688,Auto-intoxicação por exposição intencional a pesticidas - outros locais especificados,CID-10,10,85,1,0,0,0,1,0.118,media
X689,Auto-intoxicação por exposição intencional a pesticidas - local não especificado,CID-10,10,80,1,0,0,0,1,0.118,media
X690,Auto-intox por expos intenc prod quím/subst noc ñ espec - residência,CID-10,12,68,0,0,0,0,0,0.056,baixa
X691,Auto-intox por expos intenc prod quím/subst noc ñ espec - habitação coletiva,CID-10,13,76,0,0,0,0,1,0.133,media
X692,"Auto-intox por expos intenc prod quím/subst noc ñ espec - escolas, out inst e áreas adm pública",CID-10,18,95,0,0,0,0,0,0.087,baixa
X693,Auto-intox por expos intenc prod quím/subst noc ñ espec - área p/a prática de esportes e atletismo,CID-10,19,98,0,0,0,0,1,0.164,media
X694,Auto-intox por expos intenc prod quím/subst noc ñ espec - rua e estrada,CID-10,14,71,0,0,0,0,0,0.067,baixa
X695,Auto-intox por expos intenc prod quím/subst noc ñ espec - áreas de comércio e de serviços,CID-10,17,89,0,0,0,0,1,0.153,media
X696,Auto-intox por expos intenc prod quím/subst noc ñ espec - áreas industriais e em construção,CID-10,16,91,0,0,0,0,2,0.22,alta
X697,Auto-intox por expos intenc prod quím/subst noc ñ espec - fazenda,CID-10,12,65,0,0,0,0,0,0.056,baixa
X698,Auto-intox por expos intenc prod quím/subst noc ñ espec - outros locais especificados,CID-10,14,85,1,0,0,0,0,0.067,baixa
X699,Auto-intox por expos intenc prod quím/subst noc ñ espec - local não especificado,CID-10,14,80,1,0,0,0,0,0.067,baixa
X700,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - residência",CID-10,9,70,0,0,0,0,2,0.184,alta
X701,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - habitação coletiva",CID-10,10,78,0,0,0,0,3,0.26,alta
X702,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - escolas, out. inst. e áreas adm. pública",CID-10,15,100,0,0,0,1,2,0.265,alta
X703,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - área p/a prática de esportes e atletismo",CID-10,16,100,0,0,0,0,3,0.291,alta
X704,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - rua e estrada",CID-10,11,73,0,0,0,0,2,0.194,alta
X705,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - áreas de comércio e de serviços",CID-10,14,91,0,0,0,0,3,0.281,alta
X706,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - áreas industriais e em construção",CID-10,13,93,0,0,0,0,4,0.347,alta
X707,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - fazenda",CID-10,9,67,0,0,0,0,2,0.184,alta
X708,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - outros locais especificados",CID-10,11,87,1,0,0,0,2,0.194,alta
X709,"Lesão autoprov. intenc. por enforc., estrang. e sufocação - local não especificado",CID-10,11,82,1,0,0,0,2,0.194,alta
X710,Lesão autoprov. intenc. por afogamento e submersão - residência,CID-10,8,63,0,0,0,0,3,0.25,alta
X711,Lesão autoprov. intenc. por afogamento e submersão - habitação coletiva,CID-10,9,71,0,0,0,0,4,0.327,alta
X712,"Lesão autoprov. intenc. por afogamento e submersão - escolas, out. instit. e áreas de admin. pública",CID-10,15,100,0,0,0,1,3,0.336,alta
X713,Lesão autoprov. intenc. por afogamento e submersão - área para a prática de esportes e atletismo,CID-10,15,96,0,0,0,0,4,0.358,alta
X714,Lesão autoprov. intenc. por afogamento e submersão - rua e estrada,CID-10,10,66,0,0,0,0,3,0.26,alta
X715,Lesão autoprov. intenc. por afogamento e submersão - áreas de comércio e de serviços,CID-10,13,84,0,0,0,0,4,0.347,alta
X716,Lesão autoprov. intenc. por afogamento e submersão - áreas industriais e em construção,CID-10,12,86,0,0,0,0,5,0.414,alta
X717,Lesão autoprov. intenc. por afogamento e submersão - fazenda,CID-10,8,60,0,0,0,0,3,0.25,alta
X718,Lesão autoprov. intenc. por afogamento e submersão - outros locais especificados,CID-10,10,80,1,0,0,0,3,0.26,alta
X719,Lesão autoprov. intenc. por afogamento e submersão - local não especificado,CID-10,10,75,1,0,0,0,3,0.26,alta
X720,Lesão autoprov. intenc. por disparo de arma de fogo de mão - residência,CID-10,12,71,0,0,0,0,3,0.271,alta
X721,Lesão autoprov. intenc. por disparo de arma de fogo de mão - habitação coletiva,CID-10,13,79,0,0,0,0,4,0.347,alta
X722,"Lesão autoprov. intenc. por disparo de arma de fogo de mão - esc, out. instit. e área admin. pública",CID-10,18,100,0,0,0,1,3,0.351,alta
X723,Lesão autoprov. intenc. por disparo de arma de fogo de mão - área p/a prática de esporte e atletismo,CID-10,19,100,0,0,0,0,4,0.378,alta
X724,Lesão autoprov. intenc. por disparo de arma de fogo de mão - rua e estrada,CID-10,14,74,0,0,0,0,3,0.281,alta
X725,Lesão autoprov. intenc. por disparo de arma de fogo de mão - áreas de comércio e de serviços,CID-10,17,92,0,0,0,0,4,0.368,alta
X726,Lesão autoprov. intenc. por disparo de arma de fogo de mão - áreas industriais e em construção,CID-10,16,94,0,0,0,0,5,0.434,alta
X727,Lesão autoprov. intenc. por disparo de arma de fogo de mão - fazenda,CID-10,12,68,0,0,0,0,3,0.271,alta
X728,Lesão autoprov. intenc. por disparo de arma de fogo de mão - outros locais especificados,CID-10,14,88,1,0,0,0,3,0.281,alta
X729,Lesão autoprov. intenc. por disparo de arma de fogo de mão - local não especificado,CID-10,14,83,1,0,0,0,3,0.281,alta
X730,Lesão autoprov. intenc. por disp arma de fogo de > calibre - residência,CID-10,11,71,0,0,0,0,2,0.194,alta
X731,Lesão autoprov. intenc. por disp arma de fogo de > calibre - habitação coletiva,CID-10,12,79,0,0,0,0,3,0.271,alta
X732,"Lesão autoprov. intenc. por disp arma de fogo de > calibre - esc, out. instit. e área admin. pública",CID-10,17,100,0,0,0,1,2,0.275,alta
X733,Lesão autoprov. intenc. por disp arma de fogo de > calibre - área p/a prática de esporte e atletismo,CID-10,18,100,0,0,0,0,3,0.301,alta
X734,Lesão autoprov. intenc. por disp arma de fogo de > calibre - rua e estrada,CID-10,13,74,0,0,0,0,2,0.204,alta
X735,Lesão autoprov. intenc. por disp arma de fogo de > calibre - áreas de comércio e de serviços,CID-10,16,92,0,0,0,0,3,0.291,alta
X736,Lesão autoprov. intenc. por disp arma de fogo de > calibre - áreas industriais e em construção,CID-10,15,94,0,0,0,0,4,0.358,alta
X737,Lesão autoprov. intenc. por disp arma de fogo de > calibre - fazenda,CID-10,11,68,0,0,0,0,2,0.194,alta
X738,Lesão autoprov. intenc. por disp arma de fogo de > calibre - outros locais especificados,CID-10,13,88,1,0,0,0,2,0.204,alta
X739,Lesão autoprov. intenc. por disp arma de fogo de > calibre - local não especificado,CID-10,13,83,1,0,0,0,2,0.204,alta
X740,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - residência,CID-10,11,70,0,0,0,0,2,0.194,alta
X741,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - habitação coletiva,CID-10,12,78,0,0,0,0,3,0.271,alta
X742,"Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - escola, out. inst. e área admin. pública",CID-10,17,100,0,0,0,1,2,0.275,alta
X743,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - área p/a prática de esportes e atletismo,CID-10,18,100,0,0,0,0,3,0.301,alta
X744,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - rua e estrada,CID-10,13,73,0,0,0,0,2,0.204,alta
X745,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - áreas de comércio e de serviços,CID-10,16,91,0,0,0,0,3,0.291,alta
X746,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - áreas industriais e em construção,CID-10,15,93,0,0,0,0,4,0.358,alta
X747,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - fazenda,CID-10,11,67,0,0,0,0,2,0.194,alta
X748,Lesão autoprov. intenc. por disp. arma de fogo ñ especif. - outros locais especificados,CID-10,13,87,1,0,0,0,2,0.204,alta
X749,Lesão autoprov. intenc. por disp. arma de fogo n especif. - local não especificado,CID-10,13,82,1,0,0,0,2,0.204,alta
X750,Lesão autoprov. intenc. por dispositivos explosivos - residência,CID-10,7,64,1,0,0,0,1,0.102,media
X751,Lesão autoprov. intenc. por dispositivos explosivos - habitação coletiva,CID-10,8,72,1,0,0,0,2,0.179,alta
X752,"Lesão autoprov. intenc. por dispositivos explosivos - escolas, out. instit. e área de admin. pública",CID-10,14,100,1,0,0,1,1,0.188,alta
X753,Lesão autoprov. intenc. por dispositivos explosivos - área para a prática de esportes e atletismo,CID-10,14,97,1,0,0,0,2,0.21,alta
X754,Lesão autoprov. intenc. por dispositivos explosivos - rua e estrada,CID-10,9,67,1,0,0,0,1,0.112,media
X755,Lesão autoprov. intenc. por dispositivos explosivos - áreas de comércio e de serviços,CID-10,12,85,1,0,0,0,2,0.199,alta
X756,Lesão autoprov. intenc. por dispositivos explosivos - áreas industriais e em construção,CID-10,11,87,1,0,0,0,3,0.266,alta
X757,Lesão autoprov. intenc. por dispositivos explosivos - fazenda,CID-10,7,61,1,0,0,0,1,0.102,media
X758,Lesão autoprov. intenc. por dispositivos explosivos - outros locais especificados,CID-10,9,81,2,0,0,0,1,0.112,media
X759,Lesão autoprov. intenc. por dispositivos explosivos - local não especificado,CID-10,9,76,2,0,0,0,1,0.112,media
X760,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - residência",CID-10,11,72,0,0,0,0,2,0.194,alta
X761,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - habitação coletiva",CID-10,12,80,0,0,0,0,3,0.271,alta
X762,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - escola, out. inst. e área admin. públ.",CID-10,17,100,0,0,0,1,2,0.275,alta
X763,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - área p/a prática de esport e atletismo",CID-10,18,100,0,0,0,0,3,0.301,alta
X764,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - rua e estrada",CID-10,13,75,0,0,0,0,2,0.204,alta
X765,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - áreas de comércio e de serviços",CID-10,16,93,0,0,0,0,3,0.291,alta
X766,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - áreas industriais e em construção",CID-10,15,95,0,0,0,0,4,0.358,alta
X767,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - fazenda",CID-10,11,69,0,0,0,0,2,0.194,alta
X768,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - outros locais especificados",CID-10,13,89,1,0,0,0,2,0.204,alta
X769,"Lesão autoprov. intenc. pela fumaça, pelo fogo e por chamas - local não especificado",CID-10,13,84,1,0,0,0,2,0.204,alta
X770,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - residência",CID-10,11,71,0,0,0,1,2,0.244,alta
X771,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - habitação coletiva",CID-10,12,79,0,0,0,1,3,0.321,alta
X772,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - escola, out. inst. e área admin. públ.",CID-10,17,99,0,0,0,1,2,0.275,alta
X773,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - área p/a prática de esport e atletismo",CID-10,18,99,0,0,0,1,3,0.351,alta
X774,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - rua e estrada",CID-10,13,74,0,0,0,1,2,0.254,alta
X775,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - áreas de comércio e de serviços",CID-10,16,92,0,0,0,1,3,0.341,alta
X776,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - áreas industriais e em construção",CID-10,15,94,0,0,0,1,4,0.408,alta
X777,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - fazenda",CID-10,11,68,0,0,0,1,2,0.244,alta
X778,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - outros locais especificados",CID-10,13,88,1,0,0,1,2,0.254,alta
X779,"Lesão autoprov. intenc. por vapor dágua, gas ou obj. quent - local não especificado",CID-10,13,83,1,0,0,1,2,0.254,alta
X780,Lesão autoprov. intenc. por objeto cortante/penetrante - residência,CID-10,8,67,0,0,0,0,1,0.107,media
X781,Lesão autoprov. intenc. por objeto cortante/penetrante - habitação coletiva,CID-10,9,75,0,0,0,0,2,0.184,alta
X782,"Lesão autoprov. intenc. por objeto cortante/penetrante - escolas, out. instit. e área admin. pública",CID-10,14,100,0,0,0,1,1,0.188,alta
X783,Lesão autoprov. intenc. por objeto cortante/penetrante - área para a prática de esportes e atletismo,CID-10,15,100,0,0,0,0,2,0.215,alta
X784,Lesão autoprov. intenc. por objeto cortante/penetrante - rua e estrada,CID-10,10,70,0,0,0,0,1,0.118,media
X785,Lesão autoprov. intenc. por objeto cortante/penetrante - áreas de comércio e de serviços,CID-10,13,88,0,0,0,0,2,0.204,alta
X786,Lesão autoprov. intenc. por objeto cortante/penetrante - áreas industriais e em construção,CID-10,12,90,0,0,0,0,3,0.271,alta
X787,Lesão autoprov. intenc. por objeto cortante/penetrante - fazenda,CID-10,8,64,0,0,0,0,1,0.107,media
X788,Lesão autoprov. intenc. por objeto cortante/penetrante - outros locais especificados,CID-10,10,84,1,0,0,0,1,0.118,media
X789,Lesão autoprov. intenc. por objeto cortante/penetrante - local não especificado,CID-10,10,79,1,0,0,0,1,0.118,media
X790,Lesão autoprov. intenc. por objeto contundente - residência,CID-10,7,59,0,0,0,0,1,0.102,media
X791,Lesão autoprov. intenc. por objeto contundente - habitação coletiva,CID-10,8,67,0,0,0,0,2,0.179,alta
X792,"Lesão autoprov. intenc. por objeto contundente - escolas, outras instit. e áreas de admin. pública",CID-10,14,98,0,0,0,0,1,0.138,media
X793,Lesão autoprov. intenc. por objeto contundente - área para a prática de esportes e atletismo,CID-10,14,92,0,0,0,0,2,0.21,alta
X794,Lesão autoprov. intenc. por objeto contundente - rua e estrada,CID-10,9,62,0,0,0,0,1,0.112,media
X795,Lesão autoprov. intenc. por objeto contundente - áreas de comércio e de serviços,CID-10,12,80,0,0,0,0,2,0.199,alta
X796,Lesão autoprov. intenc. por objeto contundente - áreas industriais e em construção,CID-10,11,82,0,0,0,0,3,0.266,alta
X797,Lesão autoprov. intenc. por objeto contundente - fazenda,CID-10,7,56,0,0,0,0,1,0.102,media
X798,Lesão autoprov. intenc. por objeto contundente - outros locais especificados,CID-10,9,76,1,0,0,0,1,0.112,media
X799,Lesão autoprov. intenc. por objeto contundente - local não especificado,CID-10,9,71,1,0,0,0,1,0.112,media
X800,Lesão autoprov. intenc. por precip. de um lugar elevado - residência,CID-10,10,68,0,0,0,0,1,0.118,media
X801,Lesão autoprov. intenc. por precip. de um lugar elevado - habitação coletiva,CID-10,11,76,0,0,0,0,2,0.194,alta
X802,"Lesão autoprov. intenc. por precip. de um lugar elevado - escolas, out. inst. e áreas admin. pública",CID-10,16,100,0,0,0,1,1,0.198,alta
X803,Lesão autoprov. intenc. por precip. de um lugar elevado - área para a prática de esporte e atletismo,CID-10,17,100,0,0,0,0,2,0.225,alta
X804,Lesão autoprov. intenc. por precip. de um lugar elevado - rua e estrada,CID-10,12,71,0,0,0,0,1,0.128,media
X805,Lesão autoprov. intenc. por precip. de um lugar elevado - áreas de comércio e de serviços,CID-10,15,89,0,0,0,0,2,0.215,alta
X806,Lesão autoprov. intenc. por precip. de um lugar elevado - áreas industriais e em construção,CID-10,14,91,0,0,0,0,3,0.281,alta
X807,Lesão autoprov. intenc. por precip. de um lugar elevado - fazenda,CID-10,10,65,0,0,0,0,1,0.118,media
X808,Lesão autoprov. intenc. por precip. de um lugar elevado - outros locais especificados,CID-10,12,85,1,0,0,0,1,0.128,media
X809,Lesão autoprov. intenc. por precip. de um lugar elevado - local não especificado,CID-10,12,80,1,0,0,0,1,0.128,media
X810,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - residência,CID-10,12,79,0,0,0,1,1,0.178,alta
X811,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - habitação coletiva,CID-10,13,87,0,0,0,1,2,0.254,alta
X812,"Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - esc, out inst e área admin públ",CID-10,18,100,0,0,0,1,1,0.209,alta
X813,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - área p/prát. de esp./atletismo,CID-10,17,99,0,0,0,1,1,0.203,alta
X814,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - rua e estrada,CID-10,14,82,0,0,0,1,1,0.188,alta
X815,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - áreas de comércio e de serviços,CID-10,17,100,0,0,0,1,2,0.275,alta
X816,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - áreas industriais e construção,CID-10,15,99,0,0,0,1,3,0.336,alta
X817,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - fazenda,CID-10,12,76,0,0,0,1,1,0.178,alta
X818,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - outros locais especificados,CID-10,14,96,1,0,0,1,1,0.188,alta
X819,Lesão autoprov. intenc. por precip. ou perman. diante obj. em mov. - local não especificado,CID-10,14,91,1,0,0,1,1,0.188,alta
X820,Lesão autoprov. intenc. por impacto de um veículo a motor - residência,CID-10,11,70,0,0,0,0,1,0.123,media
X821,Lesão autoprov. intenc. por impacto de um veículo a motor - habitação coletiva,CID-10,12,78,0,0,0,0,2,0.199,alta
X822,"Lesão autoprov. intenc. por impacto de um veículo a motor - escolas, out. inst. e áreas admin. públ.",CID-10,17,100,0,0,0,1,1,0.203,alta
X823,Lesão autoprov. intenc. por impacto de um veículo a motor - área p/a prática de esporte e atletismo,CID-10,18,99,0,0,0,0,2,0.23,alta
X824,Lesão autoprov. intenc. por impacto de um veículo a motor - rua e estrada,CID-10,13,73,0,0,0,0,1,0.133,media
X825,Lesão autoprov. intenc. por impacto de um veículo a motor - áreas de comércio e de serviços,CID-10,16,91,0,0,0,0,2,0.22,alta
X826,Lesão autoprov. intenc. por impacto de um veículo a motor - áreas industriais e em construção,CID-10,15,93,0,0,0,0,3,0.286,alta
X827,Lesão autoprov. intenc. por impacto de um veículo a motor - fazenda,CID-10,11,67,0,0,0,0,1,0.123,media
X828,Lesão autoprov. intenc. por impacto de um veículo a motor - outros locais especificados,CID-10,13,87,1,0,0,0,1,0.133,media
X829,Lesão autoprov. intenc. por impacto de um veículo a motor - local não especificado,CID-10,13,82,1,0,0,0,1,0.133,media
X830,Lesão autoprov. intenc. por outros meios especificados - residência,CID-10,8,67,1,0,0,0,1,0.107,media
X831,Lesão autoprov. intenc. por outros meios especificados - habitação coletiva,CID-10,9,75,1,0,0,0,2,0.184,alta
X832,"Lesão autoprov. intenc. por outros meios especificados - escolas, out. instit. e área admin. pública",CID-10,14,100,1,0,0,1,1,0.188,alta
X833,Lesão autoprov. intenc. por outros meios especificados - área para a prática de esportes e atletismo,CID-10,15,100,1,0,0,0,2,0.215,alta
X834,Lesão autoprov. intenc. por outros meios especificados - rua e estrada,CID-10,10,70,1,0,0,0,1,0.118,media
X835,Lesão autoprov. intenc. por outros meios especificados - áreas de comércio e de serviços,CID-10,13,88,1,0,0,0,2,0.204,alta
X836,Lesão autoprov. intenc. por outros meios especificados - áreas industriais e em construção,CID-10,12,90,1,0,0,0,3,0.271,alta
X837,Lesão autoprov. intenc. por outros meios especificados - fazenda,CID-10,8,64,1,0,0,0,1,0.107,media
X838,Lesão autoprov. intenc. por outros meios especificados - outros locais especificados,CID-10,10,84,2,0,0,0,1,0.118,media
X839,Lesão autoprov. intenc. por outros meios especificados - local não especificado,CID-10,10,79,2,0,0,0,1,0.118,media
X840,Lesão autoprov. intenc. por meios não especificados - residência,CID-10,8,64,1,0,0,0,1,0.107,media
X841,Lesão autoprov. intenc. por meios não especificados - habitação coletiva,CID-10,9,72,1,0,0,0,2,0.184,alta
X842,"Lesão autoprov. intenc. por meios não especificados - escolas, out. instit. e área de admin. pública",CID-10,15,100,1,0,0,1,1,0.193,alta
X843,Lesão autoprov. intenc. por meios não especificados - área para a prática de esportes e atletismo,CID-10,15,97,1,0,0,0,2,0.215,alta
X844,Lesão autoprov. intenc. por meios não especificados - rua e estrada,CID-10,10,67,1,0,0,0,1,0.118,media
X845,Lesão autoprov. intenc. por meios não especificados - áreas de comércio e de serviços,CID-10,13,85,1,0,0,0,2,0.204,alta
X846,Lesão autoprov. intenc. por meios não especificados - áreas industriais e em construção,CID-10,12,87,1,0,0,0,3,0.271,alta
X847,Lesão autoprov. intenc. por meios não especificados - fazenda,CID-10,8,61,1,0,0,0,1,0.107,media
X848,Lesão autoprov. intenc. por meios não especificados - outros locais especificados,CID-10,10,81,2,0,0,0,1,0.118,media
X849,Lesão autoprov. intenc. por meios não especificados - local não especificado,CID-10,10,76,2,0,0,0,1,0.118,media
X850,"Agressão por meio de drogas, medic. e subst. biol. - residência",CID-10,10,63,0,0,0,0,1,0.118,media
X851,"Agressão por meio de drogas, medic. e subst. biol. - habitação coletiva",CID-10,11,71,0,0,0,0,2,0.194,alta
X852,"Agressão por meio de drogas, medic. e subst. biol. - escolas, outra instit. e área de admin. pública",CID-10,17,100,0,0,0,0,1,0.153,media
X853,"Agressão por meio de drogas, medic. e subst. biol. - área para a prática de esportes e atletismo",CID-10,17,96,0,0,0,0,2,0.225,alta
X854,"Agressão por meio de drogas, medic. e subst. biol. - rua e estrada",CID-10,12,66,0,0,0,0,1,0.128,media
X855,"Agressão por meio de drogas, medic. e subst. biol. - áreas de comércio e de serviços",CID-10,15,84,0,0,0,0,2,0.215,alta
X856,"Agressão por meio de drogas, medic. e subst. biol. - áreas industriais e em construção",CID-10,14,86,0,0,0,0,3,0.281,alta
X857,"Agressão por meio de drogas, medic. e subst. biol. - fazenda",CID-10,10,60,0,0,0,0,1,0.118,media
X858,"Agressão por meio de drogas, medic. e subst. biol. - outros locais especificados",CID-10,12,80,1,0,0,0,1,0.128,media
X859,"Agressão por meio de drogas, medic. e subst. biol. - local não especificado",CID-10,12,75,1,0,0,0,1,0.128,media
X860,Agressão por meio de substâncias corrosivas - residência,CID-10,7,56,0,0,0,0,1,0.102,media
X861,Agressão por meio de substâncias corrosivas - habitação coletiva,CID-10,8,64,0,0,0,0,2,0.179,alta
X862,"Agressão por meio de substâncias corrosivas - escolas, outras instituições e áreas de admin. pública",CID-10,14,100,1,0,0,0,2,0.21,alta
X863,Agressão por meio de substâncias corrosivas - área para a prática de esportes e atletismo,CID-10,14,89,0,0,0,0,2,0.21,alta
X864,Agressão por meio de substâncias corrosivas - rua e estrada,CID-10,9,59,0,0,0,0,1,0.112,media
X865,Agressão por meio de substâncias corrosivas - áreas de comércio e de serviços,CID-10,12,77,0,0,0,0,2,0.199,alta
X866,Agressão por meio de substâncias corrosivas - áreas industriais e em construção,CID-10,11,79,0,0,0,0,3,0.266,alta
X867,Agressão por meio de substâncias corrosivas - fazenda,CID-10,7,53,0,0,0,0,1,0.102,media
X868,Agressão por meio de substâncias corrosivas - outros locais especificados,CID-10,9,73,1,0,0,0,1,0.112,media
X869,Agressão por meio de substâncias corrosivas - local não especificado,CID-10,9,68,1,0,0,0,1,0.112,media
X870,Agressão por pesticidas - residência,CID-10,4,36,0,0,0,0,1,0.087,baixa
X871,Agressão por pesticidas - habitação coletiva,CID-10,5,44,0,0,0,0,2,0.163,media
X872,"Agressão por pesticidas - escolas, outras instituições e áreas de administração pública",CID-10,11,87,2,0,0,0,3,0.266,alta
X873,Agressão por pesticidas - área para a prática de esportes e atletismo,CID-10,11,69,0,0,0,0,2,0.194,alta
X874,Agressão por pesticidas - rua e estrada,CID-10,6,39,0,0,0,0,1,0.097,media
X875,Agressão por pesticidas - áreas de comércio e de serviços,CID-10,9,57,0,0,0,0,2,0.184,alta
X876,Agressão por pesticidas - áreas industriais e em construção,CID-10,8,59,0,0,0,0,3,0.25,alta
X877,Agressão por pesticidas - fazenda,CID-10,4,33,0,0,0,0,1,0.087,baixa
X878,Agressão por pesticidas - outros locais especificados,CID-10,6,53,1,0,0,0,1,0.097,media
X879,Agressão por pesticidas - local não especificado,CID-10,6,48,1,0,0,0,1,0.097,media
X880,Agressão por meio de gases e vapores - residência,CID-10,8,49,0,0,0,0,1,0.107,media
X881,Agressão por meio de gases e vapores - habitação coletiva,CID-10,9,57,0,0,0,0,2,0.184,alta
X882,"Agressão por meio de gases e vapores - escolas, outras instituições e áreas de administração pública",CID-10,15,100,2,0,0,0,3,0.286,alta
X883,Agressão por meio de gases e vapores - área para a prática de esportes e atletismo,CID-10,15,82,0,0,0,0,2,0.215,alta
X884,Agressão por meio de gases e vapores - rua e estrada,CID-10,10,52,0,0,0,0,1,0.118,media
X885,Agressão por meio de gases e vapores - áreas de comércio e de serviços,CID-10,13,70,0,0,0,0,2,0.204,alta
X886,Agressão por meio de gases e vapores - áreas industriais e em construção,CID-10,12,72,0,0,0,0,3,0.271,alta
X887,Agressão por meio de gases e vapores - fazenda,CID-10,8,46,0,0,0,0,1,0.107,media
X888,Agressão por meio de gases e vapores - outros locais especificados,CID-10,10,66,1,0,0,0,1,0.118,media
X889,Agressão por meio de gases e vapores - local não especificado,CID-10,10,61,1,0,0,0,1,0.118,media
X890,Agressão por meio out. prod. quím./subst. nocivas espec. - residência,CID-10,10,69,0,0,0,1,1,0.168,media
X891,Agressão por meio out. prod. quím./subst. nocivas espec. - habitação coletiva,CID-10,11,77,0,0,0,1,2,0.244,alta
X892,"Agressão por meio out. prod. quím./subst. nocivas espec. - escolas, out. inst. e área admin. pública",CID-10,16,100,0,0,0,1,1,0.198,alta
X893,Agressão por meio out. prod. quím./subst. nocivas espec. - área p/a prática de esportes e atletismo,CID-10,17,99,0,0,0,1,2,0.275,alta
X894,Agressão por meio out. prod. quím./subst. nocivas espec. - rua e estrada,CID-10,12,72,0,0,0,1,1,0.178,alta
X895,Agressão por meio out. prod. quím./subst. nocivas espec. - áreas de comércio e de serviços,CID-10,15,90,0,0,0,1,2,0.265,alta
X896,Agressão por meio out. prod. quím./subst. nocivas espec. - áreas industriais e em construção,CID-10,14,92,0,0,0,1,3,0.331,alta
X897,Agressão por meio out. prod. quím./subst. nocivas espec. - fazenda,CID-10,10,66,0,0,0,1,1,0.168,media
X898,Agressão por meio out. prod. quím./subst. nocivas espec. - outros locais especificados,CID-10,12,86,1,0,0,1,1,0.178,alta
X899,Agressão por meio out. prod. quím./subst. nocivas espec. - local não especificado,CID-10,12,81,1,0,0,1,1,0.178,alta
X900,Agressão por meio prod. quím./subst. nocivas não espec. - residência,CID-10,10,68,0,0,0,1,1,0.168,media
